username,restaurant_name,email,password,FirstName,LastName
newscoffee1,News Coffee,newscoffee1@gmail.com,1127860424,,
lejardin1,Le Jardin,lejardin1@gmail.com,1245507967,,
carasol1,Cara Sol,carasol1@gmail.com,-2045679390,,
mam'skebab1,Mam's Kebab,mam'skebab1@gmail.com,-1383663878,,
goldendragon1,Golden Dragon,goldendragon1@gmail.com,1213274292,,
chezcricri1,Chez CriCri,chezcricri1@gmail.com,-1072205457,,
lapause1,La Pause,lapause1@gmail.com,1127981262,,
hostelleriedessources1,Hostellerie des Sources,hostelleriedessources1@gmail.com,-1240465235,,
lefarwest1,Le Far West,lefarwest1@gmail.com,-1045302509,,
restaurantlasource1,Restaurant La Source,restaurantlasource1@gmail.com,-1299508127,,
lejardinàl'italienne1,LE JARDIN à l'italienne,lejardinàl'italienne1@gmail.com,1358145971,,
lecomptoirgali1,Le Comptoir Gali,lecomptoirgali1@gmail.com,-244790288,,
le21-baràvins&àmanger1,LE 21 - Bar à Vins & à Manger,le21-baràvins&àmanger1@gmail.com,328514165,,
maisonfadoli1,Maison Fadoli,maisonfadoli1@gmail.com,-2075022441,,
restaurantl'ardoise1,Restaurant L'Ardoise,restaurantl'ardoise1@gmail.com,503805251,,
leportcheri1,Le Port Cheri,leportcheri1@gmail.com,505919449,,
boulangerieduport1,Boulangerie du Port,boulangerieduport1@gmail.com,640963444,,
bistrotdeshalles1,Bistrot des Halles,bistrotdeshalles1@gmail.com,-353578459,,
restaurantl'albatros1,Restaurant L'Albatros,restaurantl'albatros1@gmail.com,1249859316,,
lebahia1,Le Bahia,lebahia1@gmail.com,362715163,,
villanoe1,Villa Noe,villanoe1@gmail.com,1331985506,,
p'titnice1,P'tit Nice,p'titnice1@gmail.com,-1218059284,,
leprivilège1,Le Privilège,leprivilège1@gmail.com,-2106876983,,
sokebab1,SO Kebab,sokebab1@gmail.com,643704995,,
lepontduclion1,Le Pont du Clion,lepontduclion1@gmail.com,-1360517236,,
aumets'inpotes1,Au Mets'In Potes,aumets'inpotes1@gmail.com,442130352,,
coeuretcreme1,Coeur et Creme,coeuretcreme1@gmail.com,-331568616,,
goldentulippornicsuites1,Golden Tulip Pornic Suites,goldentulippornicsuites1@gmail.com,448626798,,
laflambee1,La Flambee,laflambee1@gmail.com,1959028215,,
crêperielagourmandine1,Crêperie La Gourmandine,crêperielagourmandine1@gmail.com,675253664,,
l'amphitrite1,L'Amphitrite,l'amphitrite1@gmail.com,-1993843086,,
lezagaya1,Le Zagaya,lezagaya1@gmail.com,-1160856899,,
le5èmequartier1,Le 5ème Quartier,le5èmequartier1@gmail.com,-1272043796,,
lapanetièredeshameaux1,La Panetière des Hameaux,lapanetièredeshameaux1@gmail.com,2101496763,,
lacreperiedelafraiseraie1,La Creperie de la Fraiseraie,lacreperiedelafraiseraie1@gmail.com,476091187,,
quai341,Quai 34,quai341@gmail.com,1333245314,,
barlephare1,Bar le Phare,barlephare1@gmail.com,1277413170,,
chezphuong1,Chez Phuong,chezphuong1@gmail.com,476128729,,
fish&chips1,Fish & Chips,fish&chips1@gmail.com,2133485395,,
legraindefolie1,Le Grain de Folie,legraindefolie1@gmail.com,1386840434,,
l'orangerie1,L'Orangerie,l'orangerie1@gmail.com,730479543,,
hhmisay1,HH Misay,hhmisay1@gmail.com,-417839784,,
christopheroussel1,Christophe Roussel,christopheroussel1@gmail.com,1363663039,,
domino'spizza1,Domino's Pizza,domino'spizza1@gmail.com,-1246744230,,
letrefle1,Le Trefle,letrefle1@gmail.com,-387187569,,
lejarrie's1,Le Jarrie's,lejarrie's1@gmail.com,1420885695,,
letoucan1,Le Toucan,letoucan1@gmail.com,474815072,,
boulangerieo'rustique1,Boulangerie O'Rustique,boulangerieo'rustique1@gmail.com,701791919,,
l'autrequai1,L'Autre Quai,l'autrequai1@gmail.com,356037211,,
lacantinedumaroc1,La Cantine Du Maroc,lacantinedumaroc1@gmail.com,-500901739,,
marius1,Marius,marius1@gmail.com,-1040771114,,
lepatiodufouquet1,Le Patio du Fouquet,lepatiodufouquet1@gmail.com,-472095895,,
nosbellesannees1,Nos Belles Annees,nosbellesannees1@gmail.com,-1241565735,,
lafontaineauxbretons1,La Fontaine aux Bretons,lafontaineauxbretons1@gmail.com,-1243498125,,
restaurantcafelabiro1,Restaurant Cafe La Biro,restaurantcafelabiro1@gmail.com,-2022596266,,
jules&john1,Jules & John,jules&john1@gmail.com,1216457840,,
legrandbleu1,Le Grand Bleu,legrandbleu1@gmail.com,2106762802,,
kersénégaulois1,Ker Sénégaulois,kersénégaulois1@gmail.com,2102447291,,
"fleurdesondes""baràhuîtres""1","Fleur des ondes ""Bar à huîtres""","fleurdesondes""baràhuîtres""1@gmail.com",1335092601,,
lacourd'orgères1,La Cour D'orgères,lacourd'orgères1@gmail.com,-1072145937,,
l'escalebretonneapornic1,L'Escale Bretonne a Pornic,l'escalebretonneapornic1@gmail.com,-413850307,,
crescendorestaurant1,Crescendo Restaurant,crescendorestaurant1@gmail.com,1305204233,,
l'ana'gram1,L'Ana'Gram,l'ana'gram1@gmail.com,-1245818851,,
lebistronomi'k1,Le Bistronomi'k,lebistronomi'k1@gmail.com,1103995692,,
leskipper1,Le Skipper,leskipper1@gmail.com,-1271058738,,
lejade1,Le Jade,lejade1@gmail.com,-1991911473,,
leretz1,Le Retz,leretz1@gmail.com,1274970337,,
lepanoramic1,Le Panoramic,lepanoramic1@gmail.com,497511814,,
creperielasarrazine1,Creperie La Sarrazine,creperielasarrazine1@gmail.com,-525689872,,
lechâteau1,Le Château,lechâteau1@gmail.com,-1214778643,,
crêperiedelasource1,Crêperie de la Source,crêperiedelasource1@gmail.com,2080133585,,
lejardindel'olivier1,Le jardin de L'olivier,lejardindel'olivier1@gmail.com,2047654417,,
cafeduport1,Cafe Du Port,cafeduport1@gmail.com,-1305043326,,
lepapagayo1,Le Papagayo,lepapagayo1@gmail.com,-1129430214,,
lespontonschezedith1,Les Pontons Chez Edith,lespontonschezedith1@gmail.com,-1069516824,,
lacasad'hernesto1,La Casa d'Hernesto,lacasad'hernesto1@gmail.com,-2020743306,,
l'escaliergourmand1,L'Escalier Gourmand,l'escaliergourmand1@gmail.com,-299269566,,
fleurdesel1,Fleur de Sel,fleurdesel1@gmail.com,1442251763,,
lapetitemaisondanslaprairie1,La Petite Maison Dans la Prairie,lapetitemaisondanslaprairie1@gmail.com,528292026,,
coteetplaisance1,Cote et Plaisance,coteetplaisance1@gmail.com,-158724115,,
lachaumiere1,La Chaumiere,lachaumiere1@gmail.com,1300143729,,
pizzerialevesuvio1,Pizzeria Le Vesuvio,pizzerialevesuvio1@gmail.com,1101045393,,
chezpepone1,Chez Pepone,chezpepone1@gmail.com,1189912999,,
pizzadusud1,PIZZA DU SUD,pizzadusud1@gmail.com,1190628858,,
leroyalpornic1,Le Royal Pornic,leroyalpornic1@gmail.com,499632922,,
berniecafé1,Bernie Café,berniecafé1@gmail.com,-297700247,,
lecapgourmand1,Le Cap Gourmand,lecapgourmand1@gmail.com,391159960,,
lecadran1,Le Cadran,lecadran1@gmail.com,-1069431178,,
follesaison1,Folle Saison,follesaison1@gmail.com,-1305853546,,
revedeglace1,Reve de Glace,revedeglace1@gmail.com,1273747943,,
restaurantlessablons1,Restaurant les Sablons,restaurantlessablons1@gmail.com,-1932024649,,
macdonald'spornic-leclionsurmer1,Macdonald's Pornic - Le Clion sur mer,macdonald'spornic-leclionsurmer1@gmail.com,1076268084,,
lap'titecreperit1,La P'tite Crepe Rit,lap'titecreperit1@gmail.com,-161546449,,
lemanegeagaufres1,Le Manege A Gaufres,lemanegeagaufres1@gmail.com,1079089677,,
patisseriegavet1,Patisserie Gavet,patisseriegavet1@gmail.com,-1386436525,,
l'atelierdusandwich1,L'Atelier du Sandwich,l'atelierdusandwich1@gmail.com,331252891,,
laterrasse1,La Terrasse,laterrasse1@gmail.com,2130920262,,
leboutdumonde1,Le Bout du Monde,leboutdumonde1@gmail.com,-361304181,,
chezmoran1,Chez Moran,chezmoran1@gmail.com,1964604859,,
bigmarcel1,Big Marcel,bigmarcel1@gmail.com,-1184158449,,
gangofpizza1,Gang Of Pizza,gangofpizza1@gmail.com,-2129071341,,
bardustade1,Bar du Stade,bardustade1@gmail.com,-185470577,,
restaurantdesvoyageurs1,Restaurant Des Voyageurs,restaurantdesvoyageurs1@gmail.com,727737902,,
lemadelo1,Le Madelo,lemadelo1@gmail.com,534488181,,
barcentral1,Bar Central,barcentral1@gmail.com,-532117008,,
leseran1,Le Seran,leseran1@gmail.com,-353972716,,
châteaud'audrieu1,Château D'Audrieu,châteaud'audrieu1@gmail.com,-1130498979,,
lerocket1,Le Rocket,lerocket1@gmail.com,-442658447,,
aubergedesruines1,Auberge des Ruines,aubergedesruines1@gmail.com,-559861167,,
aubergedubac1,Auberge du Bac,aubergedubac1@gmail.com,-1298639410,,
l'heuredesthés1,L'Heure des Thés,l'heuredesthés1@gmail.com,-1275436875,,
pommesfraises1,Pommes Fraises,pommesfraises1@gmail.com,501479005,,
latavernedesmoines1,La Taverne Des Moines,latavernedesmoines1@gmail.com,-2133565846,,
labonnefamille1,La Bonne Famille,labonnefamille1@gmail.com,-560840522,,
boulangeriepatisserie1,Boulangerie Patisserie,boulangeriepatisserie1@gmail.com,2130355443,,
lapatatagrill1,La Patata Grill,lapatatagrill1@gmail.com,-1243917991,,
restaurantmed1,Restaurant Med,restaurantmed1@gmail.com,-301030894,,
restaurantlamarina1,Restaurant La Marina,restaurantlamarina1@gmail.com,1278816321,,
gaillonsushi1,Gaillon Sushi,gaillonsushi1@gmail.com,-2021608144,,
caferestaurant1,Cafe Restaurant,caferestaurant1@gmail.com,1271846123,,
atelier19771,Atelier 1977,atelier19771@gmail.com,-361393376,,
restaurantleclosracine1,Restaurant Le Clos Racine,restaurantleclosracine1@gmail.com,1133433293,,
gustopizzagaillon1,Gusto Pizza Gaillon,gustopizzagaillon1@gmail.com,1185270473,,
legraindesel1,Le Grain de Sel,legraindesel1@gmail.com,390472630,,
pizzaland1,Pizzaland,pizzaland1@gmail.com,2134617391,,
creperieledrakkar1,Creperie Le Drakkar,creperieledrakkar1@gmail.com,505054861,,
leprevert1,Le Pre Vert,leprevert1@gmail.com,-439890771,,
hotelrestaurantdes4ecluses1,Hotel Restaurant des 4 Ecluses,hotelrestaurantdes4ecluses1@gmail.com,-1043628445,,
rapido'pizza1,Rapido'pizza,rapido'pizza1@gmail.com,-504477837,,
l'abrinormand1,L'abri Normand,l'abrinormand1@gmail.com,-381795495,,
mcdonald's1,McDonald's,mcdonald's1@gmail.com,-2074666064,,
lezauq1,Le Zauq,lezauq1@gmail.com,-1301171423,,
brasseriedel'etoile1,Brasserie De l'Etoile,brasseriedel'etoile1@gmail.com,-1361533168,,
sullyvan'scoffee1,Sullyvan's Coffee,sullyvan'scoffee1@gmail.com,701080719,,
lepichet1,Le Pichet,lepichet1@gmail.com,-1965099508,,
msyresto1,Msy Resto,msyresto1@gmail.com,-1414349666,,
legraf'1,Le Graf',legraf'1@gmail.com,-301332980,,
lemonarque1,Le Monarque,lemonarque1@gmail.com,-1387505991,,
miyagi1,Miyagi,miyagi1@gmail.com,-1449360754,,
leburg'eure1,Le Burg'eure,leburg'eure1@gmail.com,728605618,,
pizzalaprovencale1,Pizza La Provencale,pizzalaprovencale1@gmail.com,-297217731,,
l'ecrindessaveurs1,L'Ecrin des Saveurs,l'ecrindessaveurs1@gmail.com,644712308,,
boulangeriemarieblachere1,Boulangerie Marie Blachere,boulangeriemarieblachere1@gmail.com,-1391119501,,
aysu1,Aysu,aysu1@gmail.com,470134164,,
lecappeville1,Le Cappeville,lecappeville1@gmail.com,1332434510,,
oliveverte1,Olive Verte,oliveverte1@gmail.com,-246602731,,
lesdeuxpalmiers1,Les Deux Palmiers,lesdeuxpalmiers1@gmail.com,1958133516,,
patisseriebazon1,Patisserie Bazon,patisseriebazon1@gmail.com,-1363407087,,
australiancafé1,Australian Café,australiancafé1@gmail.com,529900369,,
lejeanbart1,Le Jean Bart,lejeanbart1@gmail.com,-439943806,,
salondethe1,Salon de The,salondethe1@gmail.com,359906192,,
ledonjongisors1,Le Donjon Gisors,ledonjongisors1@gmail.com,-1936586646,,
crêperiebelleîle1,Crêperie Belle Île,crêperiebelleîle1@gmail.com,-159789925,,
15ruedufaubourgcappeville1,15 Rue du Faubourg Cappeville,15ruedufaubourgcappeville1@gmail.com,2075331440,,
mirama1,Mirama,mirama1@gmail.com,-2076161230,,
macaronschocolats1,Macarons chocolats,macaronschocolats1@gmail.com,-2130585694,,
brasseriedel'hoteldeville1,Brasserie de l'Hotel de Ville,brasseriedel'hoteldeville1@gmail.com,-1186956760,,
lecosi1,Le Cosi,lecosi1@gmail.com,-1218358485,,
labonneetape1,La Bonne Etape,labonneetape1@gmail.com,1988551031,,
mcdonald's1,McDonald's,mcdonald's1@gmail.com,-2076369231,,
labouled'or1,La Boule D'or,labouled'or1@gmail.com,586085140,,
labonnefourchette1,La Bonne Fourchette,labonnefourchette1@gmail.com,2130779273,,
lehomardbleu1,Le Homard Bleu,lehomardbleu1@gmail.com,-1355160585,,
ledamali1,Le Damali,ledamali1@gmail.com,356157331,,
poissonneriedelacôte1,Poissonnerie de la côte,poissonneriedelacôte1@gmail.com,1247356058,,
brasseriedelacoteblc1,Brasserie de La Cote BLC,brasseriedelacoteblc1@gmail.com,2020905083,,
coteplage1,Cote Plage,coteplage1@gmail.com,419823582,,
lefuniculaire1,Le Funiculaire,lefuniculaire1@gmail.com,-1219013832,,
lacalypso1,La Calypso,lacalypso1@gmail.com,2130330706,,
lagoelette1,La Goelette,lagoelette1@gmail.com,-358501967,,
lefrancois1er1,Le Francois 1er,lefrancois1er1@gmail.com,-526757700,,
lejulesverne1,Le Jules Verne,lejulesverne1@gmail.com,-389745700,,
chrispizza1,Chris Pizza,chrispizza1@gmail.com,556983612,,
papapoule1,Papa Poule,papapoule1@gmail.com,1331062944,,
lepetitrestaurant1,Le petit restaurant,lepetitrestaurant1@gmail.com,584232483,,
legoutdularge1,Le Gout Du Large,legoutdularge1@gmail.com,-1303026314,,
very-the1,Very-The,very-the1@gmail.com,-359153041,,
bardel'esplanade1,Bar de L'Esplanade,bardel'esplanade1@gmail.com,-1277131047,,
lesaintlouis1,Le Saint Louis,lesaintlouis1@gmail.com,-2104933970,,
comptoirsdel'ocean1,Comptoirs de l'Ocean,comptoirsdel'ocean1@gmail.com,-2079169528,,
lapiled'assiettes1,La Pile d'Assiettes,lapiled'assiettes1@gmail.com,1213179987,,
lycéeprofessionnellehurlevent1,Lycée professionnel Le Hurlevent,lycéeprofessionnellehurlevent1@gmail.com,-1412386191,,
pizz'appétit1,Pizz'appétit,pizz'appétit1@gmail.com,-1933752746,,
graind'sel1,Grain d'Sel,graind'sel1@gmail.com,-1186008440,,
auvieuxlogis1,Au Vieux Logis,auvieuxlogis1@gmail.com,-1248568267,,
lesaintpierre1,Le Saint Pierre,lesaintpierre1@gmail.com,-1271978386,,
o'crocodile1,O'crocodile,o'crocodile1@gmail.com,646586318,,
leshautesfalaises1,Les Hautes Falaises,leshautesfalaises1@gmail.com,387555038,,
lelagonbleu1,Le Lagon Bleu,lelagonbleu1@gmail.com,-1185107763,,
restaurant4saisons1,Restaurant 4 Saisons,restaurant4saisons1@gmail.com,-416834636,,
lapizzeriabrasseriedelatour1,La Pizzeria Brasserie de la Tour,lapizzeriabrasseriedelatour1@gmail.com,-410243078,,
lamarine1,La Marine,lamarine1@gmail.com,-1132107689,,
restaurantlerichelieu1,Restaurant Le Riche Lieu,restaurantlerichelieu1@gmail.com,585189643,,
lemaritim'1,Le Maritim',lemaritim'1@gmail.com,-154247878,,
l'univers1,L'Univers,l'univers1@gmail.com,-1133925836,,
lemagellan1,Le Magellan,lemagellan1@gmail.com,-1989381042,,
leportus1,Le Portus,leportus1@gmail.com,-1135093266,,
auxdélices1,Aux Délices,auxdélices1@gmail.com,-2071692756,,
restaurantlespecheurs1,Restaurant Les Pecheurs,restaurantlespecheurs1@gmail.com,-154076656,,
casinojoadutréport1,Casino JOA du Tréport,casinojoadutréport1@gmail.com,-1276748883,,
restaurantlavillamarine1,Restaurant La Villa Marine,restaurantlavillamarine1@gmail.com,-1244993445,,
labrochette1,La Brochette,labrochette1@gmail.com,-1298645362,,
lecafeplage1,Le Cafe Plage,lecafeplage1@gmail.com,558559375,,
3b1,3B,3b1@gmail.com,-1048038258,,
lerestaurantdestreizeassiettes1,Le Restaurant des Treize Assiettes,lerestaurantdestreizeassiettes1@gmail.com,-388083408,,
legrandaigle1,Le Grand Aigle,legrandaigle1@gmail.com,-2137023372,,
aup'titquinquin1,Au P'tit Quinquin,aup'titquinquin1@gmail.com,1213985459,,
lap'titepause1,La P'tite Pause,lap'titepause1@gmail.com,1247081161,,
brithotelrestaurant1,Brit Hotel Restaurant,brithotelrestaurant1@gmail.com,-1357065473,,
leboucheaoreilles1,Le Bouche a Oreilles,leboucheaoreilles1@gmail.com,-1989231028,,
restaurantlavertecampagne1,Restaurant La Verte Campagne,restaurantlavertecampagne1@gmail.com,1391367802,,
anacapri1,Anacapri,anacapri1@gmail.com,1386833643,,
sanxpress1,San Xpress,sanxpress1@gmail.com,644509504,,
lamaisonducouscous1,La Maison du Couscous,lamaisonducouscous1@gmail.com,-468636419,,
l'altro1,L'Altro,l'altro1@gmail.com,1189763022,,
saveursdumainetraiteurhardy1,Saveurs du Maine Traiteur Hardy,saveursdumainetraiteurhardy1@gmail.com,-2022559753,,
l'agriculturerestaurant1,L'Agriculture Restaurant,l'agriculturerestaurant1@gmail.com,-556337092,,
lebistrotdeclem1,Le Bistrot de Clem,lebistrotdeclem1@gmail.com,-382597058,,
aucomptoird'alex1,Au Comptoir d'Alex,aucomptoird'alex1@gmail.com,-267878284,,
lebugatti1,Le Bugatti,lebugatti1@gmail.com,-1270613733,,
lecygne1,Le Cygne,lecygne1@gmail.com,561149081,,
lemail1,Le Mail,lemail1@gmail.com,-1045453327,,
hotelrestaurantleliond'or1,Hotel Restaurant Le Lion D'Or,hotelrestaurantleliond'or1@gmail.com,496802870,,
ausoleild'italie1,Au Soleil d'Italie,ausoleild'italie1@gmail.com,-2020566636,,
al'ardoise1,A l'Ardoise,al'ardoise1@gmail.com,-411229936,,
restaurantaubergedelabaie1,Restaurant Auberge de la baie,restaurantaubergedelabaie1@gmail.com,1419012700,,
theoystercatcher1,The Oystercatcher,theoystercatcher1@gmail.com,-410809918,,
l'aubergedudouetdelataille1,L'Auberge du Douet De La Taille,l'aubergedudouetdelataille1@gmail.com,-1157071373,,
aubergedelatruite1,Auberge de la Truite,aubergedelatruite1@gmail.com,2130750195,,
laloux1,Laloux,laloux1@gmail.com,331249117,,
le1101,Le 110,le1101@gmail.com,1247053037,,
le6701,Le 670,le6701@gmail.com,-1986546212,,
o'garden1,O'Garden,o'garden1@gmail.com,1134326063,,
lerollon1,Le Rollon,lerollon1@gmail.com,-243888928,,
levaucelles1,Le Vaucelles,levaucelles1@gmail.com,561265364,,
lehavrais1,Le Havrais,lehavrais1@gmail.com,-1246686755,,
l'ateliergourmand1,L'Atelier Gourmand,l'ateliergourmand1@gmail.com,-2135352529,,
pizzaburger1,Pizza Burger,pizzaburger1@gmail.com,591204660,,
aupetitlouis1,Au Petit Louis,aupetitlouis1@gmail.com,1134297207,,
lesainthonore1,Le Saint Honore,lesainthonore1@gmail.com,1363810162,,
aubergedelatouques1,Auberge de la Touques,aubergedelatouques1@gmail.com,-553574216,,
lacledesole1,La cle de sole,lacledesole1@gmail.com,726876660,,
labufala1,La Bufala,labufala1@gmail.com,2129199606,,
labufala1,La Bufala,labufala1@gmail.com,1990579922,,
edenparkrestaurantpanoramique1,Eden Park Restaurant panoramique,edenparkrestaurantpanoramique1@gmail.com,-1160832842,,
aubergedesdominicaines1,Auberge des Dominicaines,aubergedesdominicaines1@gmail.com,1442338991,,
lenormandie1,Le Normandie,lenormandie1@gmail.com,-2135416857,,
lapopoteencocotte1,La Popote en Cocotte,lapopoteencocotte1@gmail.com,559597500,,
chezmaguy1,Chez Maguy,chezmaguy1@gmail.com,-387727632,,
restaurantberbere1,Restaurant Berbere,restaurantberbere1@gmail.com,-214157424,,
lapommed'or1,La Pomme D'or,lapommed'or1@gmail.com,387528099,,
leconfluent1,Le Confluent,leconfluent1@gmail.com,-1133272172,,
spaleliond'or1,Spa Le Lion d'Or,spaleliond'or1@gmail.com,-360996232,,
aubergedudomainedulac1,Auberge du Domaine du Lac,aubergedudomainedulac1@gmail.com,-2016930893,,
lestop1,Le Stop,lestop1@gmail.com,-298228706,,
atable1,A table,atable1@gmail.com,471924319,,
l'angelot1,L'Angelot,l'angelot1@gmail.com,-2045501543,,
brasserieletheatre1,Brasserie le Theatre,brasserieletheatre1@gmail.com,-418468998,,
lebouchonnormand1,Le Bouchon Normand,lebouchonnormand1@gmail.com,1277738047,,
lagondole1,La Gondole,lagondole1@gmail.com,-297547388,,
theaumanoir1,The Au Manoir,theaumanoir1@gmail.com,-329872825,,
pizzeriamilano1,Pizzeria Milano,pizzeriamilano1@gmail.com,-330737479,,
lapetiteaubergedeniaux1,La Petite Auberge de Niaux,lapetiteaubergedeniaux1@gmail.com,441266345,,
lagoulue1,La goulue,lagoulue1@gmail.com,333933190,,
auluscuisine1,Aulus Cuisine,auluscuisine1@gmail.com,583374314,,
barrestaurantl'etape1,Bar Restaurant L'Etape,barrestaurantl'etape1@gmail.com,675935197,,
lessouleillous1,Les Souleillous,lessouleillous1@gmail.com,503415392,,
agouadis1,Agouadis,agouadis1@gmail.com,1100276627,,
lejasdumas1,Le Jas du Mas,lejasdumas1@gmail.com,1102952085,,
l'ancoch'1,L'An Coch',l'ancoch'1@gmail.com,-383436763,,
jasserieducoqnoir1,Jasserie du Coq Noir,jasserieducoqnoir1@gmail.com,1250277590,,
lecontinental1,Le Continental,lecontinental1@gmail.com,-471411661,,
lessabots1,Les Sabots,lessabots1@gmail.com,-245557134,,
leserlio1,Le Serlio,leserlio1@gmail.com,-244608656,,
lebarduchateau1,Le Bar du Chateau,lebarduchateau1@gmail.com,-2019820744,,
levendangerot1,Le Vendangerot,levendangerot1@gmail.com,-2129898825,,
lebistrotduzoo1,Le Bistrot du Zoo,lebistrotduzoo1@gmail.com,-1355213508,,
cafeducommerce1,Cafe du Commerce,cafeducommerce1@gmail.com,501385882,,
lecaveausarl1,Le Caveau Sarl,lecaveausarl1@gmail.com,2017126329,,
vik'pizza1,Vik'Pizza,vik'pizza1@gmail.com,1302674227,,
lamezzanine1,La Mezzanine,lamezzanine1@gmail.com,445883952,,
lemiraj1,Le Miraj,lemiraj1@gmail.com,-1414289125,,
augoutd'asie1,Au gout d'Asie,augoutd'asie1@gmail.com,418951930,,
lacroixd'or1,la croix d'or,lacroixd'or1@gmail.com,1987634301,,
hotellerelaischampenoisetduliond'or1,Hotel le Relais Champenois et du Lion d'Or,hotellerelaischampenoisetduliond'or1@gmail.com,1364790384,,
lesoleilrestaurant1,Le Soleil Restaurant,lesoleilrestaurant1@gmail.com,527957224,,
kebabextra1,Kebab Extra,kebabextra1@gmail.com,1307321535,,
lecafedesz'arts1,Le Cafe des Z'Arts,lecafedesz'arts1@gmail.com,444905714,,
duopizza1,Duo Pizza,duopizza1@gmail.com,-1106312559,,
kiosqueàpizzas1,Kiosque à Pizzas,kiosqueàpizzas1@gmail.com,1158312559,,
barbrasserie1,Bar brasserie,barbrasserie1@gmail.com,498315093,,
mcdonald's1,McDonald's,mcdonald's1@gmail.com,-2049139798,,
leflow1,Le Flow,leflow1@gmail.com,702838204,,
lescoteauxchampenois1,Les Coteaux Champenois,lescoteauxchampenois1@gmail.com,525961260,,
lerelaisdubillot1,Le Relais Du Billot,lerelaisdubillot1@gmail.com,-525832159,,
cafédepayslesaint-manvieu1,Café de Pays Le Saint-Manvieu,cafédepayslesaint-manvieu1@gmail.com,-444536456,,
searchforexcellence1,Search for Excellence,searchforexcellence1@gmail.com,-1935604528,,
leventdesgrèves1,Le Vent des Grèves,leventdesgrèves1@gmail.com,532456788,,
laplaya1,La Playa,laplaya1@gmail.com,333220095,,
aubergedecarolles1,Auberge De Carolles,aubergedecarolles1@gmail.com,-416351013,,
class'croute1,Class'Croute,class'croute1@gmail.com,-527534125,,
lacrieeboisguillaume1,La Criee Bois Guillaume,lacrieeboisguillaume1@gmail.com,1471774700,,
lecorona1,Le Corona,lecorona1@gmail.com,448450753,,
lecottage1,Le Cottage,lecottage1@gmail.com,1301631302,,
lenicouelo1,Le Nicouelo,lenicouelo1@gmail.com,498739197,,
enfinchezgaëlle1,Enfin Chez Gaëlle,enfinchezgaëlle1@gmail.com,-1188775997,,
lasangria1,La Sangria,lasangria1@gmail.com,642750714,,
fujiyasushi1,Fujiya Sushi,fujiyasushi1@gmail.com,-1075061610,,
